timestamp,session_id,request_id,event_or_stage,event_name,agent,route,original_query,normalized_query,rewritten_query,method,source,retrieved,vector_dim,vector_preview,best_score,avg_score,spread,confidence,prompt_chars,prompt_tokens_est,prompt_preview,model,latency_ms,parser_passed,final_output_preview,preview
2025-11-03T12:37:31,20251103_123633_c12464,REQ_38509884,stage,retrieval,code,,,,,,,"[{'source': 'TABLE::commands.csv', 'score': 0.6331616640090942, 'snippet': 'deg() rad() | convert between degrees and radians,'}, {'source': 'TABLE::commands.csv', 'score': 0.6331616640090942, 'snippet': 'deg() rad() | convert between degrees and radians,'}, {'source': 'spec Manual cambria.pdf', 'score': 0.8942191421985627, 'snippet': 'deg(x) — Returns the argument converted from radians to degree",,,0.6331616640090942,0.8713924594223499,0.36985957622528076,0.5344,,,,,,,,
2025-11-03T12:37:31,20251103_123633_c12464,REQ_38509884,stage,prompt,code,,,,,,,"['TABLE::commands.csv', 'TABLE::commands.csv', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf']",,,,,,,7312,1828," You are an expert in the SPEC beamline control language.  Context below is extracted from SPEC cookbooks, manuals, and local beamline macros. Use it to produce the correct SPEC command or macro that ",,,,,
2025-11-03T12:37:36,20251103_123633_c12464,REQ_38509884,stage,llm_call,code,,,,,,,,,,,,,,7312,,,codellama:7b-instruct,5552.28,,,
2025-11-03T12:37:36,20251103_123633_c12464,REQ_38509884,stage,parser_check,code,,,,,,,,,,,,,,,,,,,False,,
2025-11-03T12:37:36,20251103_123633_c12464,REQ_38509884,stage,final,code,,,,,,,,,,,,,0.5344,,,,,5552.28,False,"deg(x) — Returns the argument converted from radians to degrees.  rad(x) — Returns the argument converted from degrees to radians.    Data Handling and Plotting Functions  array_op(cmd, arr [, args ..",
2025-11-03T12:37:36,20251103_123633_c12464,REQ_38509884,event,ui_return,code,,code to change 360 degrees to radians?,,code to change 360 degrees to radians?,,,,,,,,,0.5344,7312,,,,,False,,"deg(x) — Returns the argument converted from radians to degrees.  rad(x) — Returns the argument converted from degrees to radians.    Data Handling and Plotting Functions  array_op(cmd, arr [, args .."
2025-11-03T12:38:38,20251103_123633_c12464,REQ_31fcf3b9,event,user_query_received,code,,move phi by +0.2 degrees,,,llm-rag,,,,,,,,,,,,,,,,
2025-11-03T12:38:38,20251103_123633_c12464,REQ_31fcf3b9,event,query_rewrite,code,code,move phi by +0.2 degrees,move phi by +0.2 degrees,move phi by +0.2 degrees,,,,,,,,,,,,,,,,,
2025-11-03T12:38:38,20251103_123633_c12464,REQ_31fcf3b9,stage,embedding_query,code,,,,,,,,768,"[0.00701, -0.09955, -0.02641, -0.05313, -0.03751, 0.02028, -0.04022, -0.02698, 0.02436, -0.00578]",,,,,,,,,,,,
2025-11-03T12:38:38,20251103_123633_c12464,REQ_31fcf3b9,stage,retrieval,code,,,,,,,"[{'source': 'TABLE::commands.csv', 'score': 1.0755146741867065, 'snippet': 'deg() rad() | convert between degrees and radians,'}, {'source': 'TABLE::commands.csv', 'score': 1.0755146741867065, 'snippet': 'deg() rad() | convert between degrees and radians,'}, {'source': 'spec Manual cambria.pdf', 'score': 1.1235793948173523, 'snippet': '= 30  0 1  Beta = 30 Azimuth    =    90  Omega = 0 Lambda = 1.",,,1.0755146741867065,1.1564524173736572,0.17290687561035156,0.4637,,,,,,,,
2025-11-03T12:38:38,20251103_123633_c12464,REQ_31fcf3b9,stage,prompt,code,,,,,,,"['TABLE::commands.csv', 'TABLE::commands.csv', 'spec Manual cambria.pdf', 'rot_macros_2019.mac', 'TABLE::commands.csv', 'TABLE::commands.csv', 'rot_macros_2020.mac', 'spec Manual cambria.pdf']",,,,,,,4113,1028," You are an expert in the SPEC beamline control language.  Context below is extracted from SPEC cookbooks, manuals, and local beamline macros. Use it to produce the correct SPEC command or macro that ",,,,,
2025-11-03T12:38:39,20251103_123633_c12464,REQ_31fcf3b9,stage,llm_call,code,,,,,,,,,,,,,,4113,,,codellama:7b-instruct,1782.0,,,
2025-11-03T12:38:39,20251103_123633_c12464,REQ_31fcf3b9,stage,parser_check,code,,,,,,,,,,,,,,,,,,,False,,
2025-11-03T12:38:39,20251103_123633_c12464,REQ_31fcf3b9,stage,final,code,,,,,,,,,,,,,0.4637,,,,,1782.0,False,"The task is to move the phi angle by 0.2 degrees.  To achieve this, we can use the `motor_par` command to set the velocity and acceleration of the phi motor to values that will allow for a smooth move",
2025-11-03T12:38:39,20251103_123633_c12464,REQ_31fcf3b9,event,ui_return,code,,move phi by +0.2 degrees,,move phi by +0.2 degrees,,,,,,,,,0.4637,4113,,,,,False,,"The task is to move the phi angle by 0.2 degrees.  To achieve this, we can use the `motor_par` command to set the velocity and acceleration of the phi motor to values that will allow for a smooth move"
2025-11-03T12:38:48,20251103_123633_c12464,REQ_022efd9b,event,user_query_received,code,,Write a SPEC command that scans motor tth from -1 to 1 in 50 steps with an exposure time of 1 second per point,,,llm-rag,,,,,,,,,,,,,,,,
2025-11-03T12:38:48,20251103_123633_c12464,REQ_022efd9b,event,query_rewrite,code,code,Write a SPEC command that scans motor tth from -1 to 1 in 50 steps with an exposure time of 1 second per point,Write a SPEC command that scans motor tth from -1 to 1 in 50 steps with an exposure time of 1 second per point,Write a SPEC command that scans motor tth from -1 to 1 in 50 steps with an exposure time of 1 second per point,,,,,,,,,,,,,,,,,
2025-11-03T12:38:48,20251103_123633_c12464,REQ_022efd9b,stage,embedding_query,code,,,,,,,,768,"[-0.072, -0.06819, -0.01939, -0.01284, -0.03151, -0.06255, 0.02128, 0.06123, -0.05372, -0.01805]",,,,,,,,,,,,
2025-11-03T12:38:48,20251103_123633_c12464,REQ_022efd9b,stage,retrieval,code,,,,,,,"[{'source': 'spec Manual cambria.pdf', 'score': 0.6189396858215332, 'snippet': 'Scan Macros  The following sections summarize the usage of the standard scans in spec. This dis- cussion  is followed by a description of macros to customize the scan output sent to the printer  and  data file. Refer to page184 for a detailed discuss'}, {'source': 'spec Manual cambria.pdf', 'score': 0.6326515674591064,",,,0.6189396858215332,0.6764650657773018,0.08827509284019464,0.5965,,,,,,,,
2025-11-03T12:38:48,20251103_123633_c12464,REQ_022efd9b,stage,prompt,code,,,,,,,"['spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'rot_macros_2020.mac', 'SPEC manual pymca.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'rot_macros.mac', 'spec Manual cambria.pdf']",,,,,,,7843,1960," You are an expert in the SPEC beamline control language.  Context below is extracted from SPEC cookbooks, manuals, and local beamline macros. Use it to produce the correct SPEC command or macro that ",,,,,
2025-11-03T12:38:49,20251103_123633_c12464,REQ_022efd9b,stage,llm_call,code,,,,,,,,,,,,,,7843,,,codellama:7b-instruct,421.84,,,
2025-11-03T12:38:49,20251103_123633_c12464,REQ_022efd9b,stage,parser_check,code,,,,,,,,,,,,,,,,,,,False,,
2025-11-03T12:38:49,20251103_123633_c12464,REQ_022efd9b,stage,final,code,,,,,,,,,,,,,0.5965,,,,,421.84,False,ascan tth -1 1 50 1,
2025-11-03T12:38:49,20251103_123633_c12464,REQ_022efd9b,event,ui_return,code,,Write a SPEC command that scans motor tth from -1 to 1 in 50 steps with an exposure time of 1 second per point,,Write a SPEC command that scans motor tth from -1 to 1 in 50 steps with an exposure time of 1 second per point,,,,,,,,,0.5965,7843,,,,,False,,ascan tth -1 1 50 1
2025-11-03T12:38:57,20251103_123633_c12464,REQ_c311b451,event,user_query_received,code,,"how to change the height scan range symmetrically ±0.5 relative to current position, 50 steps, exposure 0.2",,,llm-rag,,,,,,,,,,,,,,,,
2025-11-03T12:38:57,20251103_123633_c12464,REQ_c311b451,event,query_rewrite,code,code,"how to change the height scan range symmetrically ±0.5 relative to current position, 50 steps, exposure 0.2","how to change the height scan range symmetrically ±0.5 relative to current position, 50 steps, exposure 0.2","how to change the height scanning range symmetrically ±0.5 relative to current position, 50 steps, exposure 0.2",,,,,,,,,,,,,,,,,
2025-11-03T12:38:57,20251103_123633_c12464,REQ_c311b451,stage,embedding_query,code,,,,,,,,768,"[-0.0557, -0.02131, -0.00921, -0.04649, -0.05969, -0.02729, 0.00398, 0.02955, -0.05095, -0.01417]",,,,,,,,,,,,
2025-11-03T12:38:57,20251103_123633_c12464,REQ_c311b451,stage,retrieval,code,,,,,,,"[{'source': 'spec Manual cambria.pdf', 'score': 0.9649888515472412, 'snippet': 'Scan Macros  The following sections summarize the usage of the standard scans in spec. This dis- cussion  is followed by a description of macros to customize the scan output sent to the printer  and  data file. Refer to page184 for a detailed discuss'}, {'source': 'rot_macros.mac', 'score': 1.0061330795288086, 'snippet",,,0.9649888515472412,1.0361706018447876,0.11374508142471307,0.4911,,,,,,,,
2025-11-03T12:38:57,20251103_123633_c12464,REQ_c311b451,stage,prompt,code,,,,,,,"['spec Manual cambria.pdf', 'rot_macros.mac', 'spec Manual cambria.pdf', 'rot_macros_2020.mac', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'SPEC manual pymca.pdf', 'spec Manual cambria.pdf']",,,,,,,7415,1853," You are an expert in the SPEC beamline control language.  Context below is extracted from SPEC cookbooks, manuals, and local beamline macros. Use it to produce the correct SPEC command or macro that ",,,,,
2025-11-03T12:38:58,20251103_123633_c12464,REQ_c311b451,stage,llm_call,code,,,,,,,,,,,,,,7415,,,codellama:7b-instruct,399.64,,,
2025-11-03T12:38:58,20251103_123633_c12464,REQ_c311b451,stage,parser_check,code,,,,,,,,,,,,,,,,,,,False,,
2025-11-03T12:38:58,20251103_123633_c12464,REQ_c311b451,stage,final,code,,,,,,,,,,,,,0.4911,,,,,399.64,False,ascan th -0.5 0.5 50 0.2,
2025-11-03T12:38:58,20251103_123633_c12464,REQ_c311b451,event,ui_return,code,,"how to change the height scan range symmetrically ±0.5 relative to current position, 50 steps, exposure 0.2",,"how to change the height scanning range symmetrically ±0.5 relative to current position, 50 steps, exposure 0.2",,,,,,,,,0.4911,7415,,,,,False,,ascan th -0.5 0.5 50 0.2
