timestamp,session_id,request_id,query,stage,route,agent,source,score,vector_dim,vector_preview,retrieved,prompt_chars,prompt_preview,raw_output_preview,final_output_preview
2025-11-03T00:20:37,20251103_001905_51dfeb,REQ_00a42468,"
You are an expert in the SPEC beamline control language (Ce",llm_call,,code,codellama:7b-instruct,1844.1650867462158,,,,6842,, def teramp ' if ($# == 1) { te $1 } else if ($# == 2) { local _i _s1 _f1 _d1 _rtime _stime  _f1 = $1  _rtime = $2  _stime = _rtime < 500? 2:10  _s1 = TEMP_SP  _d1 = (_f1 - _s1) / _rtime * _stime  qco,
2025-11-03T00:20:37,20251103_001905_51dfeb,REQ_00a42468,spec macro code for changing the temperature from 200 K to 230 K,parser_check,,code,,False,,,,,,def teramp ' if ($# == 1) { te $1 } else if ($# == 2) { local _i _s1 _f1 _d1 _rtime _stime  _f1 = $1  _rtime = $2  _stime = _rtime < 500? 2:10  _s1 = TEMP_SP  _d1 = (_f1 - _s1) / _rtime * _stime  qcom,
2025-11-03T00:20:37,20251103_001905_51dfeb,REQ_00a42468,spec macro code for changing the temperature from 200 K to 230 K,final,,code,,"conf=0.6374, latency_ms=1844.2, parser_ok=False",,,,,,,def teramp ' if ($# == 1) { te $1 } else if ($# == 2) { local _i _s1 _f1 _d1 _rtime _stime  _f1 = $1  _rtime = $2  _stime = _rtime < 500? 2:10  _s1 = TEMP_SP  _d1 = (_f1 - _s1) / _rtime * _stime  qcom
2025-11-03T00:21:14,20251103_001905_51dfeb,REQ_fe2df2dd,how to change the temperature from 200 K to 230 K?,embedding_query,,code,,,768,"[-0.01817, -0.03473, -0.03266, -0.00786, -0.02285, 0.03999, -0.03628, 0.03367, 0.04142, 0.0229]",,,,,
2025-11-03T00:21:14,20251103_001905_51dfeb,REQ_fe2df2dd,how to change the temperature from 200 K to 230 K?,retrieval,,code,,"best=0.701, avg=0.813, spread=0.226, conf=0.5516",,,"[{'source': 'spec Manual cambria.pdf', 'score': 0.700700032711029, 'snippet': ""The macro RtoT_0 , used above, is one of several in the standard package that convert between  degrees C and kilohms for common thermistors:  # Temperature to kohms def  TtoR_0 '  local _k # YSI 44011 (100kohm @ 25C) 20 to 120 C  $1 = exp(-11.2942 +5""}, {'source': 'spec Manual cambria.pdf', 'score': 0.7399618625640869, 'snippet': 'or set the temperature set  point.  # Simple read or set temperature def te \'  if ($# == 1) {  settemp $1  qcomment ""Temperature Setpoint at %g"" ""TEMP_SP""  }  onp; showtemp; offp  \'  If invoked without arguments, it simply displays the current temper'}, {'source': 'spec Manual cambria.pdf', 'score': 0.7619845628738403, 'snippet': 'temperature  showtemp # Show temperature parameters  teramp # Ramp the temperature    Methods for handling temperature control and other experimental parameters are  likely to  vary greatly from lab to lab and experiment to experiment. You may be abl'}, {'source': 'spec Manual cambria.pdf', 'score': 0.778466248512268, 'snippet': 'TEMP_SP The set point of the controller in ohms, volts, etc.  T_LO_SP The lower limit for the controller set point.  T_HI_SP The upper limit for the controller set point.  DEGC_SP The temperature from which the set point is derived.  TEMP_CS The valu'}, {'source': 'spec Manual cambria.pdf', 'score': 0.8131162405014037, 'snippet': ""to a new  set point. If the ramp time is greater than 500 seconds, the temperature is  changed every  10 seconds, otherwise the temperature is changed every 2 seconds.   # Read or set or ramp the temperature def  teramp '{  if ($# == 1) {  te $1  } e""}, {'source': 'spec Manual cambria.pdf', 'score': 0.8780763387680053, 'snippet': '178  Powder Mode.................................................................................................................................... 178  Customizing Scan Output ........................................................................'}, {'source': 'spec Manual cambria.pdf', 'score': 0.9043649077415465, 'snippet': '175  macros, 175–79,  184–91 merging in  scans.4, 38 motor,  176, 186  number, 35, 37  output, customizing, 178–79  powder mode, 178  reciprocal space, 176–76, 187  restarting an aborted,  13, 175 retrieving with  scans.4, 37 sample  output, 12  summ'}, {'source': 'spec Manual cambria.pdf', 'score': 0.9262244701385497, 'snippet': 'debug macro, 158  def command, 45, 77,  101–6 Default count  time, 170 deg()  function, 77, 110  delete command, 77, 101  Device names, specifying – 131 Diagnostic commands,  26  Dial positions (angles),  8, 28 listed in  degrees, 30  returning, 132 '}]",158,,,
2025-11-03T00:21:14,20251103_001905_51dfeb,REQ_fe2df2dd,how to change the temperature from 200 K to 230 K?,prompt,,code,,"top_k=8, token_est=1708",,,"['spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf']",6833, You are an expert in the SPEC beamline control language (Certified Scientific Software).  Context below is extracted from SPEC cookbooks and manuals. Use it to write only valid SPEC macros.  # CONTEX,,
2025-11-03T00:21:16,20251103_001905_51dfeb,REQ_fe2df2dd,"
You are an expert in the SPEC beamline control language (Ce",llm_call,,code,codellama:7b-instruct,1905.5700302124023,,,,6833,, def teramp ' if ($# == 1) { te $1 } else if ($# == 2) { local _i _s1 _f1 _d1 _rtime _stime  _f1 = $1  _rtime = $2  _stime = _rtime < 500? 2:10  _s1 = TEMP_SP  _d1 = (_f1 - _s1) / _rtime * _stime  qco,
2025-11-03T00:21:16,20251103_001905_51dfeb,REQ_fe2df2dd,how to change the temperature from 200 K to 230 K?,parser_check,,code,,False,,,,,,def teramp ' if ($# == 1) { te $1 } else if ($# == 2) { local _i _s1 _f1 _d1 _rtime _stime  _f1 = $1  _rtime = $2  _stime = _rtime < 500? 2:10  _s1 = TEMP_SP  _d1 = (_f1 - _s1) / _rtime * _stime  qcom,
2025-11-03T00:21:16,20251103_001905_51dfeb,REQ_fe2df2dd,how to change the temperature from 200 K to 230 K?,final,,code,,"conf=0.5516, latency_ms=1905.6, parser_ok=False",,,,,,,def teramp ' if ($# == 1) { te $1 } else if ($# == 2) { local _i _s1 _f1 _d1 _rtime _stime  _f1 = $1  _rtime = $2  _stime = _rtime < 500? 2:10  _s1 = TEMP_SP  _d1 = (_f1 - _s1) / _rtime * _stime  qcom
2025-11-03T00:21:36,20251103_001905_51dfeb,REQ_98218a91,spec macro code for displaying history,embedding_query,,code,,,768,"[-0.01779, 0.01884, -0.04375, -0.05747, -0.02581, 0.01003, 0.01051, 0.02921, -0.0595, 0.00625]",,,,,
2025-11-03T00:21:36,20251103_001905_51dfeb,REQ_98218a91,spec macro code for displaying history,retrieval,,code,,"best=0.606, avg=0.681, spread=0.234, conf=0.5951",,,"[{'source': 'spec Manual cambria.pdf', 'score': 0.606220817565918, 'snippet': 'of spec.  You may find the existing macros do not accomplish what you want. A simple proce-  dure for modifying a standard macro is to use the macro savmac to copy the definition of the  existing macro into a file.  You then edit the macro definition'}, {'source': 'spec Manual cambria.pdf', 'score': 0.615387499332428, 'snippet': 'extend that command.  Appending :s/left/right/ to a recalled command will modify the first occurrence of the  string  left in the recalled command to the characters right . The delimiter of the  left and right  strings may be any character. The final'}, {'source': 'spec Manual cambria.pdf', 'score': 0.6363951981067657, 'snippet': ""situation can be restored when the user later re - turns to the  program. The history file stores the user's command history.  spec also creates  an empty  lock file to prevent a second instance of spec from running using the same state file.  A  poi""}, {'source': 'spec Manual cambria.pdf', 'score': 0.6509319126605987, 'snippet': 'for the specified  geometry, while  using the configuration files taken from the name by  which spec is invoked.  −h Retain history.  When starting fresh, reset symbols and macros but keep  command- line history. (Added in spec release 6.05.01.)    M'}, {'source': 'spec Manual cambria.pdf', 'score': 0.6944619894027709, 'snippet': 'To the spec User Interface ........................................... 14  spec as a Calculator ..................................................................... 14  Command Recall (History) .......................................................'}, {'source': 'spec Manual cambria.pdf', 'score': 0.6987620711326599, 'snippet': '""hdw_poll_interval"" — When the wait() function is called to wait for polled motors,  timers or other acquisition devices to finish, spec sleeps for a small  interval  between each check of the hardware. Use this spec_par() option to change  that inte'}, {'source': 'spec Manual cambria.pdf', 'score': 0.7013565063476562, 'snippet': 'such that no line is  longer then wid . Newlines in the string are  retained, however. The function will  truncate words that are wider than wid and drop lines that would go off the bottom  of the screen. Special tty con - trol sequences of the form '}, {'source': 'spec Manual cambria.pdf', 'score': 0.8406075835227966, 'snippet': 'Sample #1    8. FOURC>    Other string functions such as index() , substr() , length(s) and sprintf(for- mat, [ args ]) are  also available. See the Reference Manual for details.    Command Recall  (History)  A command recall (or history) feature let'}]",158,,,
2025-11-03T00:21:36,20251103_001905_51dfeb,REQ_98218a91,spec macro code for displaying history,prompt,,code,,"top_k=8, token_est=1921",,,"['spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf']",7684, You are an expert in the SPEC beamline control language (Certified Scientific Software).  Context below is extracted from SPEC cookbooks and manuals. Use it to write only valid SPEC macros.  # CONTEX,,
2025-11-03T00:21:37,20251103_001905_51dfeb,REQ_98218a91,"
You are an expert in the SPEC beamline control language (Ce",llm_call,,code,codellama:7b-instruct,534.987211227417,,,,7684,, def history_display() {     # Display the command history     for (i = 0; i < $1; i++) {         print(history[i]);     } },
2025-11-03T00:21:37,20251103_001905_51dfeb,REQ_98218a91,spec macro code for displaying history,parser_check,,code,,False,,,,,,def history_display() {     # Display the command history     for (i = 0; i < $1; i++) {         print(history[i]);     } },
2025-11-03T00:21:37,20251103_001905_51dfeb,REQ_98218a91,spec macro code for displaying history,final,,code,,"conf=0.5951, latency_ms=535.0, parser_ok=False",,,,,,,def history_display() {     # Display the command history     for (i = 0; i < $1; i++) {         print(history[i]);     } }
2025-11-03T00:23:15,20251103_001905_51dfeb,REQ_f20482c9,code for finding factorial of n,embedding_query,,code,,,768,"[-0.05901, 0.00072, -0.03237, 0.07765, -0.04327, -0.02317, -0.01334, -0.0339, -0.01604, -0.02945]",,,,,
2025-11-03T00:23:15,20251103_001905_51dfeb,REQ_f20482c9,code for finding factorial of n,retrieval,,code,,"best=0.885, avg=0.993, spread=0.379, conf=0.5019",,,"[{'source': 'spec Manual cambria.pdf', 'score': 0.8852418065071105, 'snippet': 'operand, R is right)   Multiplication L    R  / Division L / R  % Modulus Remainder of L / R (operands are integers).  + Addition L + R  − Subtraction L − R  < Less than 1 if L < R (or 0 if not).  > Greater than 1 if L > R (or 0 if not).  <= Less tha'}, {'source': 'spec Manual cambria.pdf', 'score': 0.9252171039581298, 'snippet': 'as  might have been  intended by the user.  Use of parenthesis to surround arguments used in arithmetic  expressions in macro definitions will avoid such prob - lems, as in b = 2 * ($1) .    Macro Functions  Macro functions are a type of macro that c'}, {'source': 'spec Manual cambria.pdf', 'score': 0.9341014027595519, 'snippet': 'String and Number Functions  Math Functions  exp(x), exp10(x) — Returns e x and 10 x respectively.  log(x), log10(x) — Returns the natural logarithm and the base 10 logarithm of x  respectively.  sqrt(x) — Returns the square root of x.  pow(x, y) — R'}, {'source': 'spec Manual cambria.pdf', 'score': 0.979541778564453, 'snippet': '? :  If either of L or R are strings, the relational operators < , > , <= , and >= use the lexico-  graphic comparison provided by the C subroutine strcmp().  The concatenation operator comes into effect when expressions are combined sepa - rated  on'}, {'source': 'spec Manual cambria.pdf', 'score': 0.9800046563148498, 'snippet': '8. FOURC> history  1 p 2+2, sqrt(3), ""2ˆ16 ="", 1<<16  2 p 100, 0100, 0x100  3 p date()  4 p date(1e9)  5 p date(0)  6 p time(), date(time())  7 TITLE = input(""Please enter a title: "")  8 history  9.FOURC>  To use command recall, type !! or !-1 to rec'}, {'source': 'spec Manual cambria.pdf', 'score': 0.9850731134414672, 'snippet': '16. FOURC> for (i = 0; i < MOTORS; i++) {  17. more> printf(""Motor %d %-10s = %g\\n"", i, motor_name(i), A[i])  18. more> }  Motor 0 Two Theta = 3  Motor 1 Theta = 1.5  Motor 2 Chi = 0  Motor 3 Phi = 0    19. FOURC>  As in C, the for statement contains'}, {'source': 'spec Manual cambria.pdf', 'score': 0.9863505959510802, 'snippet': 'data-array-type  string byte  ubyte  short  ushort  long  ulong  long64  ulong64  float  double  data-array-declaration:  array identifier[expression]  data-array-type array identifier[expression]  array identifier[expression][expression]  data-array'}, {'source': 'spec Manual cambria.pdf', 'score': 1.2646311521530151, 'snippet': 'operand, R is right)   Multiplication L    R  / Division L / R  % Modulus Remainder of L / R (operands are integers).  + Addition L + R  − Subtraction L − R  < Less than 1 if L < R (or 0 if not).  > Greater than 1 if L > R (or 0 if not).  <= Less tha'}]",159,,,
2025-11-03T00:23:15,20251103_001905_51dfeb,REQ_f20482c9,code for finding factorial of n,prompt,,code,,"top_k=8, token_est=2045",,,"['spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf']",8183, You are an expert in the SPEC beamline control language (Certified Scientific Software).  Context below is extracted from SPEC cookbooks and manuals. Use it to write only valid SPEC macros.  # CONTEX,,
2025-11-03T00:23:15,20251103_001905_51dfeb,REQ_f20482c9,"
You are an expert in the SPEC beamline control language (Ce",llm_call,,code,codellama:7b-instruct,603.9769649505615,,,,8183,,def factorial(n) '{  if (n <= 1)  return(1); return(n *  factorial(n-1))  }',
2025-11-03T00:23:15,20251103_001905_51dfeb,REQ_f20482c9,code for finding factorial of n,parser_check,,code,,False,,,,,,def factorial(n) '{  if (n <= 1)  return(1); return(n *  factorial(n-1))  }',
2025-11-03T00:23:15,20251103_001905_51dfeb,REQ_f20482c9,code for finding factorial of n,final,,code,,"conf=0.5019, latency_ms=604.0, parser_ok=False",,,,,,,def factorial(n) '{  if (n <= 1)  return(1); return(n *  factorial(n-1))  }'
2025-11-03T00:24:00,20251103_001905_51dfeb,REQ_ccd522d6,code to convert 360 degrees to radians,embedding_query,,code,,,768,"[-0.03979, -0.03799, -0.03581, -0.00097, -0.0404, 0.01779, -0.02524, -0.01825, -0.01392, -0.00263]",,,,,
2025-11-03T00:24:00,20251103_001905_51dfeb,REQ_ccd522d6,code to convert 360 degrees to radians,retrieval,,code,,"best=0.556, avg=0.783, spread=0.488, conf=0.5608",,,"[{'source': 'TABLE::commands.csv', 'score': 0.556136429309845, 'snippet': 'deg() rad() | convert between degrees and radians,'}, {'source': 'TABLE::commands.csv', 'score': 0.556136429309845, 'snippet': 'deg() rad() | convert between degrees and radians,'}, {'source': 'spec Manual cambria.pdf', 'score': 0.6797374784946442, 'snippet': 'deg(x) — Returns the argument converted from radians to degrees.  rad(x) — Returns the argument converted from degrees to radians.    Data Handling and Plotting Functions  array_op(cmd, arr [, args ...]) — Performs operations on the array based on th'}, {'source': 'SPEC_RAG_Cookbook.pdf', 'score': 0.8147587180137634, 'snippet': 'def repeat_measurement \'     open file ""repeat.dat"" w     writeline file ""repeat.dat"", result     close file ""repeat.dat"" \' 9. Macro Arguments & Usage Pattern: $# (argc), $1, $2 ... (argv). Guard with usage. def scan_arg \'     if ($# != 4) {         '}, {'source': 'spec Manual cambria.pdf', 'score': 0.817728579044342, 'snippet': '# Calculate motor positions for a given H, K, and L def cal \'  if ($# != 3) {  print ""Usage: cal H K L"" exit  } ;  {H = $1; K = $2; L = $3 } calcA; calcHKL onp  printf(""\\nCalculated Positions:\\n"")  _var  offp  \'  # As above but reset positions to dif'}, {'source': 'spec Manual cambria.pdf', 'score': 0.8258330702781677, 'snippet': '= 30  0 1  Beta = 30 Azimuth    =    90  Omega = 0 Lambda = 1.54      Two Theta    Theta    Chi    Phi  60.0000 30.0000 -90.0000 0.0000    4. FOURC>  The incident and scattered angles for surface diffraction (ALPHA and BETA ), the AZ-  IMUTH angle us'}, {'source': 'spec Manual cambria.pdf', 'score': 0.9710535407066345, 'snippet': 'deg(x) — Returns the argument converted from radians to degrees.  rad(x) — Returns the argument converted from degrees to radians.    Data Handling and Plotting Functions  array_op(cmd, arr [, args ...]) — Performs operations on the array based on th'}, {'source': 'spec Manual cambria.pdf', 'score': 1.0441957712173462, 'snippet': 'is  set to the time of day on the first call.  The randomness (or lack thereof)  of the  numbers obtained is due to the C library implementation.  srand(seed) — Sets the seed value for the random number generator used by the rand()  function to the i'}]",157,,,
2025-11-03T00:24:00,20251103_001905_51dfeb,REQ_ccd522d6,code to convert 360 degrees to radians,prompt,,code,,"top_k=8, token_est=1486",,,"['TABLE::commands.csv', 'TABLE::commands.csv', 'spec Manual cambria.pdf', 'SPEC_RAG_Cookbook.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf']",5944, You are an expert in the SPEC beamline control language (Certified Scientific Software).  Context below is extracted from SPEC cookbooks and manuals. Use it to write only valid SPEC macros.  # CONTEX,,
2025-11-03T00:24:01,20251103_001905_51dfeb,REQ_ccd522d6,"
You are an expert in the SPEC beamline control language (Ce",llm_call,,code,codellama:7b-instruct,392.4245834350586,,,,5944,, def deg_to_rad '  x = $1 ;  return rad(x) ',
2025-11-03T00:24:01,20251103_001905_51dfeb,REQ_ccd522d6,code to convert 360 degrees to radians,parser_check,,code,,False,,,,,,def deg_to_rad '  x = $1 ;  return rad(x) ',
2025-11-03T00:24:01,20251103_001905_51dfeb,REQ_ccd522d6,code to convert 360 degrees to radians,final,,code,,"conf=0.5608, latency_ms=392.4, parser_ok=False",,,,,,,def deg_to_rad '  x = $1 ;  return rad(x) '
2025-11-03T00:35:14,20251103_001905_51dfeb,REQ_9b0eb90e,write a spec code to change the temperature from 200 K to 220 K,embedding_query,,code,,,768,"[-0.02967, -0.04159, -0.04058, -0.0292, -0.02936, -0.00812, -0.02876, 0.00578, 0.03818, 0.00447]",,,,,
2025-11-03T00:35:14,20251103_001905_51dfeb,REQ_9b0eb90e,write a spec code to change the temperature from 200 K to 220 K,retrieval,,code,,"best=0.602, avg=0.682, spread=0.178, conf=0.5945",,,"[{'source': 'spec Manual cambria.pdf', 'score': 0.6023491501808166, 'snippet': ""The macro RtoT_0 , used above, is one of several in the standard package that convert between  degrees C and kilohms for common thermistors:  # Temperature to kohms def  TtoR_0 '  local _k # YSI 44011 (100kohm @ 25C) 20 to 120 C  $1 = exp(-11.2942 +5""}, {'source': 'spec Manual cambria.pdf', 'score': 0.6092205524444579, 'snippet': 'temperature  showtemp # Show temperature parameters  teramp # Ramp the temperature    Methods for handling temperature control and other experimental parameters are  likely to  vary greatly from lab to lab and experiment to experiment. You may be abl'}, {'source': 'spec Manual cambria.pdf', 'score': 0.6480206310749054, 'snippet': 'TEMP_SP The set point of the controller in ohms, volts, etc.  T_LO_SP The lower limit for the controller set point.  T_HI_SP The upper limit for the controller set point.  DEGC_SP The temperature from which the set point is derived.  TEMP_CS The valu'}, {'source': 'spec Manual cambria.pdf', 'score': 0.6484006464481353, 'snippet': 'or set the temperature set  point.  # Simple read or set temperature def te \'  if ($# == 1) {  settemp $1  qcomment ""Temperature Setpoint at %g"" ""TEMP_SP""  }  onp; showtemp; offp  \'  If invoked without arguments, it simply displays the current temper'}, {'source': 'spec Manual cambria.pdf', 'score': 0.6725729286670684, 'snippet': ""to a new  set point. If the ramp time is greater than 500 seconds, the temperature is  changed every  10 seconds, otherwise the temperature is changed every 2 seconds.   # Read or set or ramp the temperature def  teramp '{  if ($# == 1) {  te $1  } e""}, {'source': 'spec Manual cambria.pdf', 'score': 0.7373589992523193, 'snippet': '178  Powder Mode.................................................................................................................................... 178  Customizing Scan Output ........................................................................'}, {'source': 'spec Manual cambria.pdf', 'score': 0.7574161171913146, 'snippet': 'by a blank line.  #T seconds If counting to time, the time used.  #U  Reserved for user.  #X setpoint The temperature setpoint.  #@MCA fmt This scan contains MCA data (array_dump() format,    as in ""16C"")  @A data MCA data formatted as above      192'}, {'source': 'spec Manual cambria.pdf', 'score': 0.780437171459198, 'snippet': ""RtoT_0  DEGC TEMP_CS  TEMP_SP=substr(_s,17,6)  RtoT_0 DEGC_SP TEMP_SP  }'  # Read setpoint from CAMAC and temperature from GPIB device def  measuretemp '  TEMP_CS = gpib_get(1)/1000 RtoT_0  DEGC TEMP_CS  TEMP_SP = dcb(ca_get(0, 0))/10000 RtoT_0  DEGC""}]",159,,,
2025-11-03T00:35:14,20251103_001905_51dfeb,REQ_9b0eb90e,write a spec code to change the temperature from 200 K to 220 K,prompt,,code,,"top_k=8, token_est=1560",,,"['spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf']",6241, You are an expert in the SPEC beamline control language (Certified Scientific Software).  Context below is extracted from SPEC cookbooks and manuals. Use it to write only valid SPEC macros.  # CONTEX,,
