timestamp,session_id,request_id,query,stage,route,agent,source,score,vector_dim,vector_preview,retrieved,prompt_chars,prompt_preview,raw_output_preview,final_output_preview
2025-11-03T11:45:26,20251103_114439_fe3c98,REQ_73a25053,"
You are an expert in the SPEC beamline control language.

C",llm_call,,code,codellama:7b-instruct,803.6832809448242,,,,9189,," Here is the runnable SPEC code to spin the crystal 3 times: ``` for (i = 0; i < 3; i++) {     cz(h0, k0, l0, h1, k1, l1); } ```",
2025-11-03T11:45:26,20251103_114439_fe3c98,REQ_73a25053,spec code to spin the crystal 3 times,parser_check,,code,,False,,,,,,"Here is the runnable SPEC code to spin the crystal 3 times: ``` for (i = 0; i < 3; i++) {     cz(h0, k0, l0, h1, k1, l1); } ```",
2025-11-03T11:45:26,20251103_114439_fe3c98,REQ_73a25053,spec code to spin the crystal 3 times,final,,code,,"conf=0.505, latency_ms=803.7, parser_ok=False",,,,,,,"Here is the runnable SPEC code to spin the crystal 3 times: ``` for (i = 0; i < 3; i++) {     cz(h0, k0, l0, h1, k1, l1); } ```"
2025-11-03T11:45:58,20251103_114439_fe3c98,REQ_49c32a33,how to change the temperature from 200 K to 220 K,embedding_query,,code,,,768,"[-0.0178, -0.04295, -0.03528, -0.00373, -0.02876, 0.02809, -0.06026, 0.01667, 0.04718, 0.01831]",,,,,
2025-11-03T11:45:58,20251103_114439_fe3c98,REQ_49c32a33,how to change the temperature from 200 K to 220 K,retrieval,,code,,"best=0.933, avg=1.044, spread=0.194, conf=0.4892",,,"[{'source': 'spec Manual cambria.pdf', 'score': 0.9330660581588746, 'snippet': ""The macro RtoT_0 , used above, is one of several in the standard package that convert between  degrees C and kilohms for common thermistors:  # Temperature to kohms def  TtoR_0 '  local _k # YSI 44011 (100kohm @ 25C) 20 to 120 C  $1 = exp(-11.2942 +5""}, {'source': 'spec Manual cambria.pdf', 'score': 0.9903569698333741, 'snippet': 'or set the temperature set  point.  # Simple read or set temperature def te \'  if ($# == 1) {  settemp $1  qcomment ""Temperature Setpoint at %g"" ""TEMP_SP""  }  onp; showtemp; offp  \'  If invoked without arguments, it simply displays the current temper'}, {'source': 'spec Manual cambria.pdf', 'score': 1.0301087021827697, 'snippet': 'temperature  showtemp # Show temperature parameters  teramp # Ramp the temperature    Methods for handling temperature control and other experimental parameters are  likely to  vary greatly from lab to lab and experiment to experiment. You may be abl'}, {'source': 'spec Manual cambria.pdf', 'score': 1.0367400646209717, 'snippet': ""The macro RtoT_0 , used above, is one of several in the standard package that convert between  degrees C and kilohms for common thermistors:  # Temperature to kohms def  TtoR_0 '  local _k # YSI 44011 (100kohm @ 25C) 20 to 120 C  $1 = exp(-11.2942 +5""}, {'source': 'spec Manual cambria.pdf', 'score': 1.0483702540397644, 'snippet': 'TEMP_SP The set point of the controller in ohms, volts, etc.  T_LO_SP The lower limit for the controller set point.  T_HI_SP The upper limit for the controller set point.  DEGC_SP The temperature from which the set point is derived.  TEMP_CS The valu'}, {'source': 'spec Manual cambria.pdf', 'score': 1.0889386653900146, 'snippet': ""to a new  set point. If the ramp time is greater than 500 seconds, the temperature is  changed every  10 seconds, otherwise the temperature is changed every 2 seconds.   # Read or set or ramp the temperature def  teramp '{  if ($# == 1) {  te $1  } e""}, {'source': 'spec Manual cambria.pdf', 'score': 1.1003966331481934, 'snippet': 'or set the temperature set  point.  # Simple read or set temperature def te \'  if ($# == 1) {  settemp $1  qcomment ""Temperature Setpoint at %g"" ""TEMP_SP""  }  onp; showtemp; offp  \'  If invoked without arguments, it simply displays the current temper'}, {'source': 'rot_macros.mac', 'score': 1.1267763733863831, 'snippet': 'def cryoset(temper, waitseconds) \'{  cryoramp(360,temper)  sleep(0.1)  cryoramp(360,temper)  sleep(0.1)  cryoget()  sleep(0.1)  cryoramp(360,temper)  sleep(waitseconds)  p sprintf( ""Temperature = %g"", cryoget()) }\'  def cryoset_autowait(temper) \'{  l'}]",160,,,
2025-11-03T11:45:58,20251103_114439_fe3c98,REQ_49c32a33,how to change the temperature from 200 K to 220 K,prompt,,code,,"top_k=8, token_est=2001",,,"['spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'rot_macros.mac']",8005," You are an expert in the SPEC beamline control language.  Context below is extracted from SPEC cookbooks, manuals, and local beamline macros. Use it to produce the correct SPEC command or macro that ",,
2025-11-03T11:45:59,20251103_114439_fe3c98,REQ_49c32a33,"
You are an expert in the SPEC beamline control language.

C",llm_call,,code,codellama:7b-instruct,1709.6548080444336,,,,8005,, The most appropriate command or macro to change the temperature from 200 K to 220 K is the `settemp` macro. This macro checks its argument against the set point limits and then calls the `_settemp` m,
2025-11-03T11:45:59,20251103_114439_fe3c98,REQ_49c32a33,how to change the temperature from 200 K to 220 K,parser_check,,code,,False,,,,,,The most appropriate command or macro to change the temperature from 200 K to 220 K is the `settemp` macro. This macro checks its argument against the set point limits and then calls the `_settemp` ma,
2025-11-03T11:45:59,20251103_114439_fe3c98,REQ_49c32a33,how to change the temperature from 200 K to 220 K,final,,code,,"conf=0.4892, latency_ms=1709.7, parser_ok=False",,,,,,,The most appropriate command or macro to change the temperature from 200 K to 220 K is the `settemp` macro. This macro checks its argument against the set point limits and then calls the `_settemp` ma
2025-11-03T11:47:58,20251103_114439_fe3c98,REQ_cc6fbd47,spec macro to check for limits that depend on the relative position of motors?,embedding_query,,code,,,768,"[-0.02769, 0.0316, -0.02802, -0.00524, 0.01357, -0.0687, -0.00324, 0.04274, -0.05669, 0.00851]",,,,,
2025-11-03T11:47:58,20251103_114439_fe3c98,REQ_cc6fbd47,spec macro to check for limits that depend on the relative position of motors?,retrieval,,code,,"best=0.628, avg=0.686, spread=0.085, conf=0.5933",,,"[{'source': 'spec Manual cambria.pdf', 'score': 0.6282912075519562, 'snippet': 'set_lim(motor_number, low, high) and get_lim(motor_number, flag) functions. With the latter, the  lower limit is returned if flag is less than zero, otherwise the up- per limit is returned.  If a move_all command would take any motor outside of its l'}, {'source': 'spec Manual cambria.pdf', 'score': 0.669137978553772, 'snippet': 'spec also keeps track of software motor limits.  These limits are always checked be - fore any  motors are moved.  The lm macro lists these limits in both user and dial an - gles, as well as  the current positions of the motors.   7. FOURC> lm    USE'}, {'source': 'TABLE::commands.csv', 'score': 0.6790480434894562, 'snippet': 'get_lim(motor_number, flag) | ,the lower limit is returned if flag is less than zero,otherwise the up per limit is returned'}, {'source': 'TABLE::commands.csv', 'score': 0.6790480434894562, 'snippet': 'get_lim(motor_number, flag) | ,the lower limit is returned if flag is less than zero,otherwise the up per limit is returned'}, {'source': 'spec Manual cambria.pdf', 'score': 0.6981013417243958, 'snippet': 'set_lim(motor_number, low, high) and get_lim(motor_number, flag) functions. With the latter, the  lower limit is returned if flag is less than zero, otherwise the up- per limit is returned.  If a move_all command would take any motor outside of its l'}, {'source': 'spec Manual cambria.pdf', 'score': 0.703391021490097, 'snippet': 'given by the second argu - ment is  outside the limits of the motor given by the first argument.   def _chk_lim \'{  local _u _t    if ((_u = dial($1, $2)) < (_t = get_lim($1, -1))) {  printf(""%s will hit low limit at %g.\\n"",motor_name($1),_t)  _bad_l'}, {'source': 'TABLE::commands.csv', 'score': 0.7135024666786194, 'snippet': 'lm | The lm macro lists these limits in both user and dial angles,aswell as the current positions of the motors.'}, {'source': 'TABLE::commands.csv', 'score': 0.7135024666786194, 'snippet': 'lm | The lm macro lists these limits in both user and dial angles,aswell as the current positions of the motors.'}]",158,,,
2025-11-03T11:47:58,20251103_114439_fe3c98,REQ_cc6fbd47,spec macro to check for limits that depend on the relative position of motors?,prompt,,code,,"top_k=8, token_est=1304",,,"['spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'TABLE::commands.csv', 'TABLE::commands.csv', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'TABLE::commands.csv', 'TABLE::commands.csv']",5217," You are an expert in the SPEC beamline control language.  Context below is extracted from SPEC cookbooks, manuals, and local beamline macros. Use it to produce the correct SPEC command or macro that ",,
2025-11-03T11:48:01,20251103_114439_fe3c98,REQ_cc6fbd47,"
You are an expert in the SPEC beamline control language.

C",llm_call,,code,codellama:7b-instruct,3166.9788360595703,,,,5217,, The most appropriate command or macro to check for limits that depend on the relative position of motors is the `get_lim` function. This function returns the lower limit if the flag is less than zero,
2025-11-03T11:48:01,20251103_114439_fe3c98,REQ_cc6fbd47,spec macro to check for limits that depend on the relative position of motors?,parser_check,,code,,False,,,,,,"The most appropriate command or macro to check for limits that depend on the relative position of motors is the `get_lim` function. This function returns the lower limit if the flag is less than zero,",
2025-11-03T11:48:01,20251103_114439_fe3c98,REQ_cc6fbd47,spec macro to check for limits that depend on the relative position of motors?,final,,code,,"conf=0.5933, latency_ms=3167.0, parser_ok=False",,,,,,,"The most appropriate command or macro to check for limits that depend on the relative position of motors is the `get_lim` function. This function returns the lower limit if the flag is less than zero,"
2025-11-03T11:49:49,20251103_114439_fe3c98,REQ_4b2b41e5,code to change 360 degrees to radians?,embedding_query,,code,,,768,"[-0.04243, -0.04264, -0.02924, 0.00025, -0.06867, 0.03611, -0.02005, -0.02852, -0.02484, 0.0137]",,,,,
2025-11-03T11:49:49,20251103_114439_fe3c98,REQ_4b2b41e5,code to change 360 degrees to radians?,retrieval,,code,,"best=0.633, avg=0.871, spread=0.370, conf=0.5344",,,"[{'source': 'TABLE::commands.csv', 'score': 0.6331616640090942, 'snippet': 'deg() rad() | convert between degrees and radians,'}, {'source': 'TABLE::commands.csv', 'score': 0.6331616640090942, 'snippet': 'deg() rad() | convert between degrees and radians,'}, {'source': 'spec Manual cambria.pdf', 'score': 0.8942191421985627, 'snippet': 'deg(x) — Returns the argument converted from radians to degrees.  rad(x) — Returns the argument converted from degrees to radians.    Data Handling and Plotting Functions  array_op(cmd, arr [, args ...]) — Performs operations on the array based on th'}, {'source': 'spec Manual cambria.pdf', 'score': 0.9027191162109375, 'snippet': 'Four-Circle Macros  The macros below are used in setting the parameters and selecting modes.    Name Arguments Description  setmode 1 optional Choose geometry mode.  setsector 1 optional Choose sector.  setlat 6 optional Set lattice parameters.  seta'}, {'source': 'spec Manual cambria.pdf', 'score': 0.933484160900116, 'snippet': ""recalculated after changing any of these related values above.  The or0 ,  setor0 , or1 , setor1 , or_swap and setlat macros do just that.      Four-Circle Functions  You can access the four -circle calculations through spec's user -hook routine calc""}, {'source': 'spec Manual cambria.pdf', 'score': 0.9777958631515503, 'snippet': 'macro, 12, 154, 170, 171, 175  umk macro, 173  umv (updated-move) macro, 10, 154,  165, 167, 175  umvr macro, 165  undef command, 77, 102  unfreeze macro, 204, 210  unglobal command, 77, 100  UNIX commands  in macro definitions, 27– 28 macros for com'}, {'source': 'spec Manual cambria.pdf', 'score': 0.9935768246650696, 'snippet': 'deg(x) — Returns the argument converted from radians to degrees.  rad(x) — Returns the argument converted from degrees to radians.    Data Handling and Plotting Functions  array_op(cmd, arr [, args ...]) — Performs operations on the array based on th'}, {'source': 'spec Manual cambria.pdf', 'score': 1.003021240234375, 'snippet': 'Four-Circle Macros  The macros below are used in setting the parameters and selecting modes.    Name Arguments Description  setmode 1 optional Choose geometry mode.  setsector 1 optional Choose sector.  setlat 6 optional Set lattice parameters.  seta'}]",158,,,
2025-11-03T11:49:49,20251103_114439_fe3c98,REQ_4b2b41e5,code to change 360 degrees to radians?,prompt,,code,,"top_k=8, token_est=1828",,,"['TABLE::commands.csv', 'TABLE::commands.csv', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf']",7312," You are an expert in the SPEC beamline control language.  Context below is extracted from SPEC cookbooks, manuals, and local beamline macros. Use it to produce the correct SPEC command or macro that ",,
2025-11-03T11:49:54,20251103_114439_fe3c98,REQ_4b2b41e5,"
You are an expert in the SPEC beamline control language.

C",llm_call,,code,codellama:7b-instruct,5523.488998413086,,,,7312,," deg(x) — Returns the argument converted from radians to degrees.  rad(x) — Returns the argument converted from degrees to radians.    Data Handling and Plotting Functions  array_op(cmd, arr [, args .",
2025-11-03T11:49:54,20251103_114439_fe3c98,REQ_4b2b41e5,code to change 360 degrees to radians?,parser_check,,code,,False,,,,,,"deg(x) — Returns the argument converted from radians to degrees.  rad(x) — Returns the argument converted from degrees to radians.    Data Handling and Plotting Functions  array_op(cmd, arr [, args ..",
2025-11-03T11:49:54,20251103_114439_fe3c98,REQ_4b2b41e5,code to change 360 degrees to radians?,final,,code,,"conf=0.5344, latency_ms=5523.5, parser_ok=False",,,,,,,"deg(x) — Returns the argument converted from radians to degrees.  rad(x) — Returns the argument converted from degrees to radians.    Data Handling and Plotting Functions  array_op(cmd, arr [, args .."
2025-11-03T11:52:48,20251103_114439_fe3c98,REQ_888e3899,"how to change the height scanning range symmetrically ±0.5 relative to current position, 50 steps, exposure 0.2",embedding_query,,code,,,768,"[-0.0557, -0.02131, -0.00921, -0.04649, -0.05969, -0.02729, 0.00398, 0.02955, -0.05095, -0.01417]",,,,,
2025-11-03T11:52:48,20251103_114439_fe3c98,REQ_888e3899,"how to change the height scanning range symmetrically ±0.5 relative to current position, 50 steps, exposure 0.2",retrieval,,code,,"best=0.965, avg=1.036, spread=0.114, conf=0.4911",,,"[{'source': 'spec Manual cambria.pdf', 'score': 0.9649888515472412, 'snippet': 'Scan Macros  The following sections summarize the usage of the standard scans in spec. This dis- cussion  is followed by a description of macros to customize the scan output sent to the printer  and  data file. Refer to page184 for a detailed discuss'}, {'source': 'rot_macros.mac', 'score': 1.0061330795288086, 'snippet': '= _start_sweep + _omega_comp  _end_omega = _end_sweep - _omega_comp    p ""Actual range from phi="" _start_omega "" to phi="" _end_omega  p ""Shutter open from phi="" _start_sweep "" to phi="" _end_sweep    eval(sprintf(""mv %s %f"",_motor,_start_omega))   sle'}, {'source': 'spec Manual cambria.pdf', 'score': 1.011798119544983, 'snippet': 'expression in the last argument, which can be a function of the other  coordinates, for  example, H=L/300 . Otherwise, the unscanned coordinate will remain constant.   The second three scans differ only in that they trace out a circular arc in the pr'}, {'source': 'rot_macros_2020.mac', 'score': 1.0280140042304993, 'snippet': 'p ""Acceleate for "" _accel_time "" seconds.""  p ""Phi compensation is "" _omega_comp "" degrees.""  #step 3:  move to initial position, minus omega offset   motor_par(_motor, ""velocity"", 40000) ### RETURN TO ORIGINAL STEADY_STATE_RATE  motor_par(_motor, ""a'}, {'source': 'spec Manual cambria.pdf', 'score': 1.0497143626213075, 'snippet': 'in the computer agree with the physical dial reading. Use the set_dial macro to  set the dial positions.  The user positions should correspond to the underlying ""true""  orientation angles of the spectrometer that satisfy the con - straints given abov'}, {'source': 'spec Manual cambria.pdf', 'score': 1.0722098350524902, 'snippet': 'Scan Macros  The following sections summarize the usage of the standard scans in spec. This dis- cussion  is followed by a description of macros to customize the scan output sent to the printer  and  data file. Refer to page184 for a detailed discuss'}, {'source': 'SPEC manual pymca.pdf', 'score': 1.0777726292610168, 'snippet': 'the hello macro (def ...), which we execute immediately after deﬁnition (hello). After the greeting, we do a coarse absolute scan (ascan ...) of thfrom 0 to 10 deg. Next we move thto the center of the reﬂection (mv th CEN) and then we continue with a'}, {'source': 'spec Manual cambria.pdf', 'score': 1.0787339329719543, 'snippet': 'Zone or    and    Fixed (g_mode = 2)  A zone of reciprocal space is a plane passing through the origin.  A zone axis is the di -  rection of the normal to this plane.  The zone axis can be specified by the vector prod - uct of  any two non -colinear '}]",159,,,
2025-11-03T11:52:48,20251103_114439_fe3c98,REQ_888e3899,"how to change the height scan range symmetrically ±0.5 relative to current position, 50 steps, exposure 0.2",prompt,,code,,"top_k=8, token_est=1853",,,"['spec Manual cambria.pdf', 'rot_macros.mac', 'spec Manual cambria.pdf', 'rot_macros_2020.mac', 'spec Manual cambria.pdf', 'spec Manual cambria.pdf', 'SPEC manual pymca.pdf', 'spec Manual cambria.pdf']",7415," You are an expert in the SPEC beamline control language.  Context below is extracted from SPEC cookbooks, manuals, and local beamline macros. Use it to produce the correct SPEC command or macro that ",,
2025-11-03T11:52:48,20251103_114439_fe3c98,REQ_888e3899,"
You are an expert in the SPEC beamline control language.

C",llm_call,,code,codellama:7b-instruct,421.6959476470947,,,,7415,, ascan th -0.5 0.5 50 0.2,
2025-11-03T11:52:48,20251103_114439_fe3c98,REQ_888e3899,"how to change the height scan range symmetrically ±0.5 relative to current position, 50 steps, exposure 0.2",parser_check,,code,,False,,,,,,ascan th -0.5 0.5 50 0.2,
2025-11-03T11:52:48,20251103_114439_fe3c98,REQ_888e3899,"how to change the height scan range symmetrically ±0.5 relative to current position, 50 steps, exposure 0.2",final,,code,,"conf=0.4911, latency_ms=421.7, parser_ok=False",,,,,,,ascan th -0.5 0.5 50 0.2
2025-11-03T11:53:35,20251103_114439_fe3c98,REQ_392df72f,Write a SPEC command that scans motor tth from -1 to 1 in 50 steps with an exposure time of 1 second per point,embedding_query,,code,,,768,"[-0.072, -0.06819, -0.01939, -0.01284, -0.03151, -0.06255, 0.02128, 0.06123, -0.05372, -0.01805]",,,,,
